Domain	Filename	Entity	Linkable	Split	Split Terms	Wiki IDs
Agriculture	S0261219413001944.ann	glyphosate-resistant soybeans		Yes	glyphosate,soybeans	https://en.wikipedia.org/wiki/Glyphosate,NOUN_849302_0_1;https://en.wikipedia.org/wiki/Soybean,NOUN_207781_0_1
Agriculture	S0254629913003086.ann	rhizosphere soils		No		https://en.wikipedia.org/wiki/Rhizosphere
Agriculture	S0168945213001805.ann	forest trees		No	forest trees	https://en.wikipedia.org/wiki/Forest,
Agriculture	S0261219413001944.ann	Disease severity		Yes	Disease,severity	https://en.wikipedia.org/wiki/Disease,NOUN_2343_0_1;,NOUN_103666_0_2
Agriculture	S0038071713001971.ann	these data	No			
Agriculture	S0261219413001944.ann	glyphosate concentrations		Yes	glyphosate,concentrations	https://en.wikipedia.org/wiki/Glyphosate,NOUN_849302_0_1;https://en.wikipedia.org/wiki/Concentration,NOUN_61442_0_3
Agriculture	S0038071713001971.ann	stimulated	No			
Agriculture	S0038071713001971.ann	the interactions and network organizations	No			
Agriculture	S0038071712001010.ann	overall porosity		Yes	porosity	https://en.wikipedia.org/wiki/Porosity,NOUN_458838_0_2
Agriculture	S0038071711004354.ann	the total flux		No	flux	https://en.wikipedia.org/wiki/Flux_(biology),NOUN_36499_0_1
Agriculture	S0261219413001944.ann	Macrophomina phaseolina culture growth		Yes	Macrophomina phaseolina,culture	https://en.wikipedia.org/wiki/Macrophomina_phaseolina,;https://en.wikipedia.org/wiki/Cell_culture,NOUN_39309_0_6
Agriculture	S0038071711004354.ann	Natural variations	No			
Agriculture	S1161030113001950.ann	high	No			
Agriculture	S0168945213001805.ann	genetic engineering in forestry		Yes	genetic engineering,forestry	https://en.wikipedia.org/wiki/Genetic_engineering,NOUN_181711_0_1;https://en.wikipedia.org/wiki/Forestry,NOUN_198154_0_1
Agriculture	S0038071712001010.ann	Infectivity		No		https://en.wikipedia.org/wiki/Infectivity,NOUN_677830_0_1
Agriculture	S037842901300244X.ann	documented	No			
Agriculture	S0038071712001010.ann	AMF		No	AMF	https://en.wikipedia.org/wiki/Arbuscular_mycorrhiza,
Agriculture	S0038071711004354.ann	Fractional contribution	No			
Agriculture	S0168945213001805.ann	Transgenes		No		https://en.wikipedia.org/wiki/Transgene,NOUN_820030_0_1
Agriculture	S0167880913001229.ann	surface-layer SOC stocks		No	SOC	https://en.wikipedia.org/wiki/Soil_carbon,
Agriculture	S0038071713001971.ann	6 (4%)	No			
Agriculture	S0038071711004354.ann	8.64 g CO2 m2 d-1		Yes	g,CO2,m2	https://en.wikipedia.org/wiki/Gram,SYMBOL_8692_1_1;https://en.wikipedia.org/wiki/Carbon_dioxide,NOUN_90460_0_1;https://en.wikipedia.org/wiki/Square_metre,SYMBOL_1745612_0_1
Agriculture	S0038071713001971.ann	pyrosequencing		No	pyrosequencing	https://en.wikipedia.org/wiki/Pyrosequencing,NOUN_475331_0_1
Agriculture	S0167880913001229.ann	establishment	No			
Agriculture	S0038071712001010.ann	roots		No	roots	https://en.wikipedia.org/wiki/Root,NOUN_39505_0_1
Agriculture	S0261219413001944.ann	Laboratory and field studies		Yes	Laboratory,field studies	https://en.wikipedia.org/wiki/Laboratory,;https://en.wikipedia.org/wiki/Field_research,NOUN_6224307_0_1
Agriculture	S0378112713005288.ann	the tree regeneration		No	tree regeneration	
Agriculture	S1161030113001950.ann	European croplands		Yes	European,croplands	https://en.wikipedia.org/wiki/Europe,ADJECTIVE_2114_0_1;https://en.wikipedia.org/wiki/Farm,NOUN_531404_0_1
Agriculture	S0168945213001805.ann	multi-year, multi-location field trials		No	field trials	https://en.wikipedia.org/wiki/Field_experiment,NOUN_3848102_0_2
Agriculture	S0254629913003086.ann	rhizosphere acid and alkaline phosphatase activity		Yes	rhizosphere,acid,alkaline phosphatase	https://en.wikipedia.org/wiki/Rhizosphere,NOUN_323146_0_1;https://en.wikipedia.org/wiki/Acid_phosphatase,;https://en.wikipedia.org/wiki/Alkaline_phosphatase,NOUN_1956367_0_1
Agriculture	S0167880913001229.ann	2.14 and 1.26MgCha-1		No	MgCha-1	
Agriculture	S0038071713001971.ann	majority (55%)	No			
Agriculture	S0261219413001944.ann	M. phaseolina growth		No	M. phaseolina	https://en.wikipedia.org/wiki/Macrophomina_phaseolina,
Agriculture	S037842901300244X.ann	the response	No			
Agriculture	S0038071711004354.ann	the mean autotrophic and heterotrophic respiration		Yes	mean,autotrophic,heterotrophic,respiration	https://en.wikipedia.org/wiki/Mean,NOUN_1038497_4_5;https://en.wikipedia.org/wiki/Autotroph,ADJECTIVE_484150_0_1;https://en.wikipedia.org/wiki/Heterotroph,ADJECTIVE_728350_0_1;https://en.wikipedia.org/wiki/Respiration_(physiology),NOUN_185850_0_3
Agriculture	S0038071711004354.ann	soil respiration		No		https://en.wikipedia.org/wiki/Soil_respiration,
Agriculture	S0038071713001971.ann	one network	No			
Agriculture	S0038071713001971.ann	the OTU sets		No	OTU	https://en.wikipedia.org/wiki/Operational_taxonomic_unit,NOUN_1074052_0_1
Agriculture	S037842901300244X.ann	local checks	No			
Agriculture	S0038071712001010.ann	nearest neighbour distance	No			
Agriculture	S0038071711004354.ann	total soil respiration (RS)		No	soil respiration (RS)	https://en.wikipedia.org/wiki/Soil_respiration,
Agriculture	S0038071713001971.ann	the network members	No			
Agriculture	S0168945213001805.ann	resource acquisition and product utilization	No			
Agriculture	S0038071711004354.ann,S0168945213001805.ann	predict		Yes	predict	https://en.wikipedia.org/wiki/Prediction,VERB_93412_0_1
Agriculture	S1161030113001950.ann	Our analysis	No			
Agriculture	S0038071713001971.ann	functionally interrelated operational taxonomic units (OTUs)		Yes	functionally,interrelated,operational taxonomic units (OTUs)	,ADVERB_524409_0_1;,ADJECTIVE_309943_0_1;https://en.wikipedia.org/wiki/Operational_taxonomic_unit,NOUN_1074052_0_1
Agriculture	S1161030113001950.ann	The fertilizer recommendation system of the UK		Yes	fertilizer,UK	https://en.wikipedia.org/wiki/Fertilizer,;https://en.wikipedia.org/wiki/United_Kingdom,PROPER_NOUN_8255_0_1
Agriculture	S0038071713001971.ann	generalists/specialists		Yes	generalists,specialists	https://en.wikipedia.org/wiki/Generalist_and_specialist_species,NOUN_219612_0_3;https://en.wikipedia.org/wiki/Generalist_and_specialist_species,NOUN_99317_1_4
Agriculture	S0031405612000728.ann	planted but non-mycorrhizal soils		Yes	planted,non-mycorrhizal,soils	https://en.wikipedia.org/wiki/Sowing,VERB_191403_0_1;,ADJECTIVE_489044_0_1;https://en.wikipedia.org/wiki/Soil,NOUN_5217_0_1
Agriculture	S0038071713001971.ann	constructed and compared	No			
Agriculture	S0167880913001229.ann	site- and system-specific sampling		No	sampling	
Agriculture	S0031405612000728.ann	positively correlated		No		
Agriculture	S0378112713005288.ann	unplanted moorland		Yes	unplanted,moorland	,ADJECTIVE_1464790_0_1;https://en.wikipedia.org/wiki/Moorland,NOUN_606783_0_1
Agriculture	S0031405612000728.ann	the bare and non-mycorrhizal planted soils		Yes	mycorrhizal,planted,soils	https://en.wikipedia.org/wiki/Mycorrhiza,ADJECTIVE_489044_0_1;https://en.wikipedia.org/wiki/Sowing,VERB_191403_0_1;https://en.wikipedia.org/wiki/Soil,NOUN_5217_0_1
Agriculture	S0254629913003086.ann	the concentration		No	concentration	
Agriculture	S0038071711004354.ann	autotrophic and heterotrophic components		Yes	autotrophic,heterotrophic	https://en.wikipedia.org/wiki/Autotroph,ADJECTIVE_484150_0_1;https://en.wikipedia.org/wiki/Heterotroph,ADJECTIVE_728350_0_1
Agriculture	S0038071711004354.ann	the discrimination	No			
Agriculture	S0031405612000728.ann	the 10-6 dilution		No		,NOUN_272745_0_1
Agriculture	S0254629913003086.ann	those of the non-legumes Leucadendron strictum, Elegia thyrsoidea and Mimetes cucullatus		Yes	legumes,Leucadendron strictum,Elegia thyrsoidea,Mimetes cucullatus	https://en.wikipedia.org/wiki/Legume,NOUN_60536_0_2;,;,;https://en.wikipedia.org/wiki/Mimetes_cucullatus,
Agriculture	S0031405612000728.ann	manipulating	No			
Agriculture	S0038071711004354.ann	global change research		Yes	global change,research	https://en.wikipedia.org/wiki/Global_change,;https://en.wikipedia.org/wiki/Research,NOUN_37494_0_1
Agriculture	S0038071711004354.ann	partitioning	No			
Agriculture	S0038071713001971.ann	conceptually depictured		No		https://en.wikipedia.org/wiki/Conceptual_model,
Agriculture	S037842901300244X.ann	a persistent threat	No			
Agriculture	S0261219413001944.ann	the three temperature regimes		No	temperature regimes	
Agriculture	S0261219413001944.ann	culture radial growth		Yes	culture,radial,growth	https://en.wikipedia.org/wiki/Cell_culture,NOUN_39309_0_6;,ADJECTIVE_248622_0_1;,NOUN_1643_0_1
Agriculture	S0254629913003086.ann	C. subternata plants		No		
Agriculture	S0038071711004354.ann	the soil surface CO2 flux		Yes	soil,surface,CO2 flux	https://en.wikipedia.org/wiki/Soil,NOUN_5217_0_1;https://en.wikipedia.org/wiki/Surface,NOUN_47474_0_2;https://en.wikipedia.org/wiki/Soil_respiration,
Agriculture	S0261219413001944.ann	M. phaseolina		No		https://en.wikipedia.org/wiki/Macrophomina_phaseolina,
Agriculture	S0168945213001805.ann	mitigating	No			
Agriculture	S0254629913003086.ann	the nutrient-poor soils		Yes	nutrient,poor,soils	https://en.wikipedia.org/wiki/Nutrient,NOUN_85548_0_1;,ADJECTIVE_9309_0_4;https://en.wikipedia.org/wiki/Soil,NOUN_5217_0_1
Agriculture	S0038071713001971.ann	majority of fungi		No	fungi	https://en.wikipedia.org/wiki/Fungus,NOUN_38448_0_1
Agriculture	S0038071713001971.ann	a healthy soil		No	soil	https://en.wikipedia.org/wiki/Soil,NOUN_5217_0_1
Agriculture	S0378112713005288.ann	establishing	No			
Agriculture	S0254629913003086.ann	P levels		Yes	P,levels	https://en.wikipedia.org/wiki/Phosphorus,SYMBOL_145394_1_1;,NOUN_56157_1_3
Agriculture	S0378112713005288.ann	Mean regeneration densities		Yes	mean,regeneration,densities	https://en.wikipedia.org/wiki/Mean,NOUN_1038497_4_5;https://en.wikipedia.org/wiki/Regeneration_(biology),;,NOUN_29746_0_2
Agriculture	S0038071711004354.ann	The three end-member mixing model		No	end-member mixing model	,
Agriculture	S0031405612000728.ann	planting regime		Yes	planting,regime	https://en.wikipedia.org/wiki/Sowing,VERB_236536_1_1;,NOUN_3977_0_4
Agriculture	S0038071711004354.ann	a new, three end-member mixing model		No	end-member mixing model	,
Agriculture	S0168945213001805.ann	trees		No	trees	https://en.wikipedia.org/wiki/Tree,NOUN_4120_0_1
Agriculture	S0038071712001010.ann	Pore size		Yes	Pore,size	https://en.wikipedia.org/wiki/Pore_space_in_soil,NOUN_175492_0_2;https://en.wikipedia.org/wiki/Size,NOUN_18697_0_4
Agriculture	S0038071713001971.ann	encouraged	No			
Agriculture	S0167880913001229.ann	estimate	No			
Agriculture	S0038071712001010.ann	greater distances	No			
Agriculture	S0038071713001971.ann	NH4+-N		Yes	NH4+,-N	https://en.wikipedia.org/wiki/Ammonium,NOUN_104840_0_1;https://en.wikipedia.org/wiki/Nitrogen,NOUN_19623_0_1
Agriculture	S0261219413001944.ann	both GlyCry (GR50 = 7.74 mM) and Gly-K salt (GR50 = 0.25 mM)				
Agriculture	S1161030113001950.ann	3,849,873 tons(P2O5)/year		Yes	tons,P2O5,year	https://en.wikipedia.org/wiki/Ton,NOUN_38847_0_1;https://en.wikipedia.org/wiki/Phosphorus_pentoxide,;https://en.wikipedia.org/wiki/Year,NOUN_1729_0_1
Agriculture	S0254629913003086.ann	shoots		No		https://en.wikipedia.org/wiki/Shoot,NOUN_7622_1_1
Agriculture	S0378112713005288.ann	10	No			
Agriculture	S0031405612000728.ann	additional, more utilisable C sources		No	C sources	https://en.wikipedia.org/wiki/Carbon_source,
Agriculture	S0167880913001229.ann	Change in SOC		No	SOC	https://en.wikipedia.org/wiki/Soil_carbon,
Agriculture	S0261219413001944.ann	some suppressing effect	No			
Agriculture	S1161030113001950.ann	fertilizer P input		Yes	fertilizer,P	https://en.wikipedia.org/wiki/Fertilizer,;https://en.wikipedia.org/wiki/Phosphorus,SYMBOL_145394_1_1
Agriculture	S0038071713001971.ann	Electrical conductivity (EC)		No	Electrical conductivity (EC)	https://en.wikipedia.org/wiki/Electrical_resistivity_and_conductivity,
Agriculture	S0038071713001971.ann	a healthy or a diseased community/soil		No	healthy or a diseased community/soil	https://en.wikipedia.org/wiki/Soil_health,
Agriculture	S0378112713005288.ann	15	No			
Agriculture	S0038071711004354.ann	the soil CO2 steady-state diffusion conditions		Yes	soil,CO2,steady-state diffusion	https://en.wikipedia.org/wiki/Soil,NOUN_5217_0_1;https://en.wikipedia.org/wiki/Carbon_dioxide,NOUN_90460_0_1;,
Agriculture	S0038071711004354.ann	the conventional partitioning	No			
Agriculture	S0038071713001971.ann	significant module memberships	No			
Agriculture	S037842901300244X.ann	76% (Cinzana), 84% (Sadoré) and 34% (combined across locations)		Yes	Cinzana,Sadoré,locations	https://en.wikipedia.org/wiki/Cinzana,;,;https://en.wikipedia.org/wiki/Location,NOUN_40014_0_1
Agriculture	S0031405612000728.ann	root activity		No	root activity	
Agriculture	S1161030113001950.ann	sampling		No		https://en.wikipedia.org/wiki/Sample_(material),VERB_95647_0_1
Agriculture	S0038071711004354.ann	the dual-chamber operation	No			
Agriculture	S0038071713001971.ann	Nodes' role-shift	No			
Agriculture	S0038071713001971.ann	the topological roles		No	topological	https://en.wikipedia.org/wiki/Topology,NOUN_215274_0_1
Agriculture	S037842901300244X.ann	genepool parents		Yes	genepool,parents	https://en.wikipedia.org/wiki/Gene_pool,NOUN_514850_0_1;https://en.wikipedia.org/wiki/Ancestor,NOUN_4481_0_6
Agriculture	S037842901300244X.ann	High genotype×environment interaction variances		No	genotype×environment interaction	https://en.wikipedia.org/wiki/Gene%E2%80%93environment_interaction,
Agriculture	S0038071711004354.ann	carbon isotope composition (δ13C)		Yes	carbon isotope,δ13C	https://en.wikipedia.org/wiki/Isotopes_of_carbon,;https://en.wikipedia.org/wiki/%CE%9413C,
Agriculture	S0038071713001971.ann	prolonged potato monoculture		Yes	potato,monoculture	https://en.wikipedia.org/wiki/Potato,NOUN_37487_0_1;https://en.wikipedia.org/wiki/Monoculture,NOUN_240567_0_1
Agriculture	S037842901300244X.ann	a lesser extent	No			
Agriculture	S0038071711004354.ann	components derived from root, litter/humus, and SOM sources		Yes	root,litter,humus,SOM	https://en.wikipedia.org/wiki/Root,NOUN_39505_0_1;https://en.wikipedia.org/wiki/Litter,NOUN_51252_0_4;https://en.wikipedia.org/wiki/Humus,NOUN_60438_0_1;https://en.wikipedia.org/wiki/Soil_organic_matter
Agriculture	S0038071712001010.ann	Glomus intraradices		No		https://en.wikipedia.org/wiki/Rhizophagus_irregularis,
Agriculture	S0031405612000728.ann	enmeshment	No			
Agriculture	S0038071712001010.ann	every combination of the fungal species		Yes	fungal,species	https://en.wikipedia.org/wiki/Fungus,ADJECTIVE_60345_0_1;https://en.wikipedia.org/wiki/Species,NOUN_4327_0_1
Agriculture	S1161030113001950.ann	highest	No			
Agriculture	S0254629913003086.ann	shoot P levels		Yes	shoot,P,levels	https://en.wikipedia.org/wiki/Shoot,NOUN_7622_1_1;https://en.wikipedia.org/wiki/Phosphorus,SYMBOL_145394_1_1;,NOUN_56157_1_3
Agriculture	S0038071713001971.ann	the key variables	No			
Agriculture	S0031405612000728.ann	water repellency		No		https://en.wikipedia.org/wiki/Waterproofing,
Agriculture	S0167880913001229.ann	0-10cm		No	cm	https://en.wikipedia.org/wiki/Centimetre,SYMBOL_28854_0_1
Agriculture	S0167880913001229.ann	Organic management		No		
Agriculture	S0167880913001229.ann	a greater increase	No			
Agriculture	S0038071711004354.ann	RS		No	RS	https://en.wikipedia.org/wiki/Soil_respiration,
Agriculture	S0167880913001229.ann	any depth		No	depth	https://en.wikipedia.org/wiki/Vertical_position,NOUN_8121_0_1
Agriculture	S0254629913003086.ann	Cyclopia plants		No	Cyclopia plants	https://en.wikipedia.org/wiki/Cyclopia_(plant),
Agriculture	S0031405612000728.ann	planted and unplanted soils		Yes	planted,unplanted,soils	https://en.wikipedia.org/wiki/Sowing,VERB_191403_0_1;,ADJECTIVE_1464790_0_1;https://en.wikipedia.org/wiki/Soil,NOUN_5217_0_1
Agriculture	S0038071712001010.ann,S0167880913001229.ann,S0168945213001805.ann	increased	No			
Agriculture	S0167880913001229.ann	initial SOC stock per plot		Yes	SOC,plot	https://en.wikipedia.org/wiki/Soil_carbon,;https://en.wikipedia.org/wiki/Land_lot,NOUN_54835_0_2
Agriculture	S0038071713001971.ann	a healthy network	No			
Agriculture	S0254629913003086.ann	the P enzyme activities		Yes	P,enzyme	https://en.wikipedia.org/wiki/Phosphorus,SYMBOL_145394_1_1;https://en.wikipedia.org/wiki/Enzyme,NOUN_47632_0_1
Agriculture	S0254629913003086.ann	rhizosphere		No		https://en.wikipedia.org/wiki/Rhizosphere,NOUN_323146_0_1
Agriculture	S0038071711004354.ann	heterotrophic and autotrophic contributions		Yes	heterotrophic,autotrophic	https://en.wikipedia.org/wiki/Heterotroph,ADJECTIVE_728350_0_1;https://en.wikipedia.org/wiki/Autotroph,ADJECTIVE_484150_0_1
Agriculture	S0167880913001229.ann	increases	No			
Agriculture	S0378112713005288.ann	mature native trees		Yes	native,trees	https://en.wikipedia.org/wiki/Indigenous_(ecology),ADJECTIVE_49762_0_5;https://en.wikipedia.org/wiki/Tree,NOUN_4120_0_1
Agriculture	S0038071711004354.ann	the long-term SOM-derived flux		Yes	SOM,flux	https://en.wikipedia.org/wiki/Soil_organic_matter,;https://en.wikipedia.org/wiki/Flux_(biology),NOUN_36499_0_1
Agriculture	S0168945213001805.ann	tree crops		No	tree crops	https://en.wikipedia.org/wiki/Plantation,
Agriculture	S0261219413001944.ann	glyphosate concentration		Yes	glyphosate,concentration	https://en.wikipedia.org/wiki/Glyphosate,NOUN_849302_0_1;https://en.wikipedia.org/wiki/Concentration,NOUN_61442_0_3
Agriculture	S0378112713005288.ann	these plantations		No	plantations	https://en.wikipedia.org/wiki/Plantation,NOUN_53564_0_1
Agriculture	S0254629913003086.ann	plants		No		https://en.wikipedia.org/wiki/Plant,NOUN_3463_0_2
Agriculture	S1161030113001950.ann	reported	No			
Agriculture	S0167880913001229.ann	organic fertiliser/tree pruning mulch		Yes	organic fertiliser,tree pruning mulch	https://en.wikipedia.org/wiki/Organic_fertilizer,;https://en.wikipedia.org/wiki/Mulch,
Agriculture	S0031405612000728.ann	Soil organic carbon		No	Soil organic carbon	https://en.wikipedia.org/wiki/Soil_carbon,
Agriculture	S0261219413001944.ann	charcoal rot in soybean fields		Yes	charcoal rot,soybean,fields	,;https://en.wikipedia.org/wiki/Soybean,NOUN_207781_0_1;https://en.wikipedia.org/wiki/Field_(agriculture),NOUN_8536_0_2
Agriculture	S1161030113001950.ann	fertilizer P inputs		Yes	fertilizer,P	https://en.wikipedia.org/wiki/Fertilizer,;https://en.wikipedia.org/wiki/Phosphorus,SYMBOL_145394_1_1
Agriculture	S0038071713001971.ann	variables	No			
Agriculture	S0167880913001229.ann	stocks in deeper soil		No	soil	https://en.wikipedia.org/wiki/Soil,NOUN_5217_0_1
